Title,Artist,Lyrics
OUT WEST (feat. Young Thug),JACKBOYS feat. Travis Scott & Young Thug,"Yeah
Buddah bless this beat

Ayy, bag it out west (bag it), slangin' out west (yeah)
Gold metallic knife, I can shank ya out west (yeah)
I just put a drum on a new Kel-Tec (on a)
I just put my cum in her pussy, now it's wet

I used to jump off the back of the bus (yeah), now I jump off of a jet (yeah)
I used to tell the lil' baby, ""This us,"" then I got over the shit
I used to like her, but now that I love her
The way she was drankin' my spit
Your bitch cheatin', she under my cover, we cuddle and shit

Now shawty say she wanna suck on the tip
I'm 'bout it, baby, I want all four of your lips (I'm 'bout it)
Ex-college girl, she can suck up a ship
I eat molly and I take this bitch on a trip

Ayy, shawty, ayy, darlin', ayy, baby girl, suck my private
..."
THE SCOTTS,THE SCOTTS feat. Travis Scott & Kid Cudi,"Let's go

We see the hype outside (Yeah)
Right from the house, uh
Took it straight from outside (Yeah)
Straight to the couch (Mmm)
We put the mic outside (Yeah)
Air this shit out, uh (Mmm)
You lettin' THE SCOTTS outside (Yeah)
We runnin' the scouts (Mmm)
Ain't no controllin' the gang (Yeah, yeah, yeah)
They never leave (Mmm)
I got tats over my veins (Yeah)
'Cause that what I bleed (Mmm)
She drink a lot of the bourbon (Yeah)
Like she from the street (Mmm)
..."
90210 (feat. Kacy Hill),Travis Scott feat. Kacy Hill,"(Dean, what's poppin'? Yo, Travis)
Mhm, ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Mama's bailing down that road, craving 9021-

She a porn star girl, ah, from the valley
(Honestly, God bless)
Who left her hometown world all for that alley
Ooh, created Lake Tahoe all from her panties
(I hope it was wet like my jumper, though)
Ooh, used to take the long way home
Long way home, all for that candy, mm (hahaha)

Baby's hooked on feeling low
Do, do, do
Do, doo

Jacques turned La Flame, now he rolling on an Addy
Fifty on a chain, 'nother fifty on a Caddy, oh
He might pop him a pill, pop him a seal, pop anyone
Pop anything, pop anything to find that alley
Hmm, yeah, to find that alley, mm

Baby's hooked on feeling low
..."
HIGHEST IN THE ROOM,Travis Scott,"I got room in my fumes (yeah)
She fill my mind up with ideas
I'm the highest in the room (it's lit)
Hope I make it outta here (let's go)

She saw my eyes, she know I'm gone (ah)
I see some things that you might fear
I'm doin' a show, I'll be back soon (soon)
That ain't what she wanna hear (nah)
Now I got her in my room (ah)
Legs wrapped around my beard
Got the fastest car, it zoom (skrrt)
Hope we make it outta here (ah)

When I'm with you, I feel alive
You say you love me, don't you lie (yeah)
Won't cross my heart, don't wanna die
Keep the pistol on my side (yeah)
..."
goosebumps,Travis Scott,"Yeah
7:30 in the night, yeah
Ooh-ooh, ooh

I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah

I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around (straight up)
When you throw that to the side, yeah (it's lit)
I get those goosebumps every time, yeah

713
Through the 281, yeah, I'm riding, why they on me?
Why they on me? I'm flying, sipping low-key
I'm sipping low-key in Onyx, rider, rider
When I'm pulling up right beside ya
Pop star, lil' Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies, yeah

We at the top floor, right there off Doheny, yeah
..."
I KNOW ?,Travis Scott,"Tell me, is you still up? (Up)
It's 5 a.m. and I'm drunk right now
Tell me, can we still fuck? (Fuck that shit)
One of one, I'm in the zone right now
Tell me, am I still? Mmm
Tellin' you just how I feel right now
You said it's just the drugs and I know
I know, I know, I know, I know, I know, I know
I lied too, way before (let's go), before
Before I had you right inside my arms
But then again, I could be drunk (it's lit, yeah)

Baby, I don't wanna sound righteous (yeah)
I got 20 bitches suckin' like bisons
I just eeny, meeny, miney, roll the dices, I pick her (pop It, pop It)

She ain't really even my type, been out here
She been losin' herself to the night shift
She been losin' herself, and I get it, oh, girl, yeah, I get it

Yeah, yeah, you've been fightin' for your shot
And you've been searchin' for your spot
Girl, I feel it, yeah, girl, I feel it, yeah
..."
Love Galore (feat. Travis Scott),SZA feat. Travis Scott,"I need, I need
I need, I need
I need, I need
I need, I need
I need, I need

Love, love, love, love
'Long as we got
Love, love, love, oh
'Long as we got

Done with these niggas
I don't love these niggas
I dust off these niggas
Do it for fun
Don't take it personal
Personally, I'm surprised you called me after the things I said

Skrt skrt on niggas (Yah)
Skrt up on niggas (True)
Skrt down, you acting like me (Yah)
Acting like we wasn't more than a summer fling
I said farewell, you took it well (True)
Promise I won't cry over spilled milk (Ooh no, I won't)
Gimme a paper towel, gimme another Valium
Gimme another hour or two, hour with you

Why you bother me when you know you don't want me? (Yah)
Why you bother me when you know you got a woman? (Yah)
Why you hit me when you know you know better? (True)
Know you know better (True)
Know your crew better than you do

..."
goosebumps,Travis Scott,"Yeah

7:30 in the night, yeah
Ooh, ooh

I get those goosebumps every time, yeah, you come around, yeah
You ease my mind, you make everything feel fine
Worried 'bout those comments
I'm way too numb, yeah, it's way too dumb, yeah
I get those goosebumps every time, I need the Heimlich
Throw that to the side, yeah
I get those goosebumps every time, yeah
When you're not around (Straight up)
When you throw that to the side, yeah (It's lit)
I get those goosebumps every time, yeah

7-1-3
Through the 2-8-1, yeah, I'm ridin', why they on me?
Why they on me? I'm flyin', sippin' low-key
I be sippin' low-key in Onyx, rider, rider
When I'm pullin' up right beside ya
Pop star, lil' Mariah
When I text a cute game, wildness
Throw a stack on the Bible
Never Snapchat or took molly
She fall through plenty, her and all her ginnies, yeah
..."
ESCAPE PLAN,Travis Scott,"Twelve-figure estate plan, that was the escape plan
But hate investigatin', that sh- was a waste, man
But wait, I stopped the facin' 'cause sh- just start erasin'
But wait, it opened gates and this sh- just start paradin', olé (let's go)
We out the basement, on one floor where it's vacant
She feelin' anxious to be out where it's dangerous, okay (it's lit)
Love how the chains hit, especially how I bang it, okay
Jamaican-Spanglish, she mixed up in her language, hey bae (yeah)

That WAP need draining, just havе it if you singing, okay (whoa)
Fuck that Birkin, she just need some encouragеment (uh)
Fix that attitude, she think she need a surgeon, okay
And show some gratitude, I put you in that altitude, okay
It's stuck like magnets do, I put you in that magnitude, oh, hey (yeah)
I embrace the-, I'm not tryna embarrass you (straight up, ah)
..."
MY EYES,Travis Scott,"When I stare in your eyes
You'll be there forever
To watch our life (to watch our life together)
You just like going to Heaven (my heart)
Oh, where are you taking me? (oh, yeah, oh, yeah, oh, yeah, oh, yeah)
I'm fallin', and, I'm drownin'
But, you're takin' me

One thousand on my feet
Stacks spreaded on my seat
Ten thousand on my eyes (eyes)

Rollie Pollie on my wrist
Gotta make a flight, big day, slummin' on FaceTime
Fifty K, wonderin' why I'm stormin' off, no race
Emboldened by the bliss
I was sworn in by a kiss
Late from the country caters
No peacemaker, I sweep up cases

Goin' on a walk with a new suit armor
New suit dead, Bottega, that's on it
Give me the heat from the sleep, then I harm her
Cupid creep in, sleep with a Hummer

Three time to get me T-T-T'd
Still same phone, AT&T-T
Still givin' news very vividly
..."
TELEKINESIS (feat. SZA & Future),Travis Scott feat. SZA & Future,"Used to wanna fuck an R&B bitch, then that shit happened (yeah, yeah)
Used to wanna be rich, then it finally happened
Thought it'd make me happy (thought it'd make me happy)

I could've took the pain and I could've went out sad
Streets stepped in and raised me, but I ain't have my daddy
Niggas tryna clone me, run off with my swag
For sellin' coco, got Chanel on my jacket (jacket)
Shawty give me mop with the less, it don't last (last)
Takin' more drugs all alone in a mansion
Walkin' around tweakin' with the yop in my hands
Just another broke hoe just preachin' for these bands (just another hoe)
And I know I'm due for a billion-dollar advance (uh-huh)

I can see the future, I can see the future (I can see the future)
I can see the future, it's lookin' like we leveled through the sky
I can't wait to live in glory in eternal lastin' life (livin' in glory)
Won't you take the wheel? And I recline and I sit still
Might as well turn up now, He gon' pop up unannounced
To the trumpets, do you like the way it sounds? (Like the way it sound)

You know the future of the bounce, ayy
I can hear your thoughts so loud, I can hear the crowd so loud
Do you like the way it sounds? Ayy
I can hear your thoughts so loud, I can hear the crowd so loud (so loud)

I can see the future
Ride with Wolf and Storm' and some troopers
Ridin' through this shit, this shit is stupid
Sky walkin' 'round like I'm Luke-uh
Duckin' all these convos like I'm Bruce-uh, super
Mobbin' with my angels dodgin' Lucifer (mob)
Seein' every angle, I can see through ya, yeah (yeah)

..."
Overdue (with Travis Scott),Metro Boomin feat. Travis Scott,"Oh Anthonio, my Anthonio, do you ever?
Oh Anthonio, my Anthonio, do you ever?
Oh Anthonio, my Anthonio, do you ever
Wonder why or where I am now?
Do you ever feel ashamed?
Do you ever feel ashamed?
Do you ever feel ashamed?
Do you even feel a thing?

Woo
Overtime and overdue (due)
Ain't no sleep, that is old news (old news)
Been outside, that's with the crew (yeah)
Made my night up on the move (on the move)
In the morning, get the news (check the news)
She come home, I heard the zoom (skrt, skrt)
..."
5% TINT,Travis Scott,"Who's that creeping through my window?
Before you come outside I got the info
Took her to the endzone from the the endzo
Know I love to smoke, you love to lick more
Want to interject on you call for
All that out your new shit that ain't called for

Who that creepin' on the tennis guard 5%
All that fall in love shit she got it Kevin Hart (Kev)
All that speed and flash shit, we might teleport (skrr)
All that cop arrest shit I might might clip a sarge (twelve)
Keep bouncin' that ass you just might get a wart (yeah)
If she bad, she get a pass into the tour (passes yeah)
I've been through the family got a bad sister like Janey
I'm south-side don't panic
..."
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin feat. Travis Scott & 21 Savage,"We done did so much around the law (21)
I done seen so much I shouldn't've saw (straight up)
Tatted teardrops, call Niagara Falls (straight up)
It been up and down but never fall (on God)
I been at the lab behind the wall (21)
I been at the lab behind the-

Ratchet bitches wanted Frenchy's, not Philippe
That's the type to put me in my mood (in my mood)
She know that I'm mobbin', she come cool for me
She know how to put me in my groove (on God)
I know it's a lot that you can learn from me
It's just one thing that you gotta prove (straight up)
If you gotta walk, would you still ride for me?
I might need a extra foot or two (straight up)
Gotta keep my distance, they surroundin' me
I might need a extra foot or two (foot or two)
They might have to go and build a house for me
I might need a extra foot or- (21)

Crib same size as the Galleria (Galleria)
Spanish model with me, call her, ""Señorita"" (señorita)
I done fell in love with a hood girl
She be puttin' syrup in her margaritas (margarita)

Bought my college vibe a brand new Birkin (on God)
On the weekend, she be twerkin' (straight up)
..."
